Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
"#BO:CW Colt XM177E1 Commando ""XM4""								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot2.wav			wpn_t9_shot_npc		wpn_t9_magnum_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot3.wav			wpn_t9_shot_npc		wpn_t9_magnum_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot4.wav			wpn_t9_shot_npc		wpn_t9_magnum_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot5.wav			wpn_t9_shot_npc		wpn_t9_magnum_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_plr			skye_ports\t5_python\fire\wpn_t5_python_shot1.wav			wpn_t9_shot_plr		wpn_t9_magnum_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_plr			skye_ports\t5_python\fire\wpn_t5_python_shot2.wav			wpn_t9_shot_plr		wpn_t9_magnum_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_plr			skye_ports\t5_python\fire\wpn_t5_python_shot3.wav			wpn_t9_shot_plr		wpn_t9_magnum_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_plr			skye_ports\t5_python\fire\wpn_t5_python_shot4.wav			wpn_t9_shot_plr		wpn_t9_magnum_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_plr			skye_ports\t5_python\fire\wpn_t5_python_shot5.wav			wpn_t9_shot_plr		wpn_t9_magnum_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot1.wav			wpn_t9_shot_npc		wpn_t9_magnum_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot2.wav			wpn_t9_shot_npc		wpn_t9_magnum_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot3.wav			wpn_t9_shot_npc		wpn_t9_magnum_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot4.wav			wpn_t9_shot_npc		wpn_t9_magnum_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_shot_npc			skye_ports\t5_python\fire\wpn_t5_python_shot5.wav			wpn_t9_shot_npc		wpn_t9_magnum_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech1.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech2.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech3.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech4.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech5.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech6.wav			wpn_t9_shot_plr		wpn_t9_magnum_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech1.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech2.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech3.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech4.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech5.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_mech_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_mech6.wav			wpn_t9_shot_npc		wpn_t9_magnum_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_sub_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_sub.wav			wpn_t9_shot_plr		wpn_t9_magnum_tail_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_sub_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_sub.wav			wpn_t9_shot_npc		wpn_t9_magnum_tail_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_tail_plr			skye_ports\t5_python\fire\wpn_t5_python_tail.wav			wpn_t9_reverb_ext_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_tail_npc			skye_ports\t5_python\fire\wpn_t5_python_tail.wav			wpn_t9_reverb_ext_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_tail_plr			skye_ports\t5_python\fire\wpn_t5_python_tail.wav			wpn_t9_reverb_int_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_tail_npc			skye_ports\t5_python\fire\wpn_t5_python_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_flux_plr			skye_ports\t9_magnum\fire\wpn_t9_magnum_pap_flux.wav			wpn_t9_pap_shot_plr		wpn_t9_magnum_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_pap_flux_npc			skye_ports\t9_magnum\fire\wpn_t9_magnum_pap_flux.wav			wpn_t9_pap_shot_npc		wpn_t9_magnum_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_bullets_in			skye_ports\t5_python\foley\wpn_t5_python_bullets_in.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_bullets_out			skye_ports\t5_python\foley\wpn_t5_python_bullets_out.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_cylinder_close			skye_ports\t5_python\foley\wpn_t5_python_cylinder_close.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_cylinder_open			skye_ports\t5_python\foley\wpn_t5_python_cylinder_open.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_inspect_part1			skye_ports\t9_magnum\foley\wpn_t9_magnum_inspect_part1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_inspect_part2			skye_ports\t9_magnum\foley\wpn_t9_magnum_inspect_part2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_inspect_part3			skye_ports\t9_magnum\foley\wpn_t9_magnum_inspect_part3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_magnum_push_rod			skye_ports\t9_magnum\foley\wpn_t9_magnum_push_rod.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#BO:CW FB Radom PM-63 RAK ""AMP63""								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot1.wav			wpn_t9_shot_plr		wpn_t9_amp63_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot2.wav			wpn_t9_shot_plr		wpn_t9_amp63_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot3.wav			wpn_t9_shot_plr		wpn_t9_amp63_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot4.wav			wpn_t9_shot_plr		wpn_t9_amp63_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot5.wav			wpn_t9_shot_plr		wpn_t9_amp63_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot1.wav			wpn_t9_shot_npc		wpn_t9_amp63_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot2.wav			wpn_t9_shot_npc		wpn_t9_amp63_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot3.wav			wpn_t9_shot_npc		wpn_t9_amp63_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot4.wav			wpn_t9_shot_npc		wpn_t9_amp63_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot5.wav			wpn_t9_shot_npc		wpn_t9_amp63_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot1.wav			wpn_t9_shot_plr		wpn_t9_amp63_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot2.wav			wpn_t9_shot_plr		wpn_t9_amp63_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot3.wav			wpn_t9_shot_plr		wpn_t9_amp63_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot4.wav			wpn_t9_shot_plr		wpn_t9_amp63_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_plr			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot5.wav			wpn_t9_shot_plr		wpn_t9_amp63_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot1.wav			wpn_t9_shot_npc		wpn_t9_amp63_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot2.wav			wpn_t9_shot_npc		wpn_t9_amp63_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot3.wav			wpn_t9_shot_npc		wpn_t9_amp63_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot4.wav			wpn_t9_shot_npc		wpn_t9_amp63_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_pap_shot_npc			skye_ports\t5_pm63\fire\wpn_t5_pm63_shot5.wav			wpn_t9_shot_npc		wpn_t9_amp63_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull1.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull2.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull3.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull4.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull5.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_plr			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull6.wav			wpn_t9_shot_plr		wpn_t9_amp63_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_npc			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull1.wav			wpn_t9_shot_npc		wpn_t9_amp63_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_npc			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull2.wav			wpn_t9_shot_npc		wpn_t9_amp63_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_amp63_trig_pull_npc			skye_ports\t9_amp63\fire\wpn_t9_amp63_trig_pull3.wav			wpn_t9_shot_npc		wpn_t9_amp63_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
